0001 0001 -4.99990e+04 -4.99990e+04 0
0002 0002 -4.99990e+04 -3.99990e+04 0
0003 0003 -4.99990e+04 -2.99990e+04 0
0004 0004 -4.99990e+04 -1.99990e+04 0
0005 0005 -4.99990e+04 -9.99900e+03 0
0006 0006 -4.99990e+04  1.00000e+00 0
0007 0007 -4.99990e+04  1.00010e+04 0
0008 0008 -4.99990e+04  2.00010e+04 0
0009 0009 -4.99990e+04  3.00010e+04 0
0010 0010 -4.99990e+04  4.00010e+04 0
0011 0011 -4.99990e+04  5.00010e+04 0
0012 0012 -3.99990e+04 -4.99990e+04 0
0013 0013 -3.99990e+04 -3.99990e+04 0
0014 0014 -3.99990e+04 -2.99990e+04 0
0015 0015 -3.99990e+04 -1.99990e+04 0
0016 0016 -3.99990e+04 -9.99900e+03 0
0017 0017 -3.99990e+04  1.00000e+00 0
0018 0018 -3.99990e+04  1.00010e+04 0
0019 0019 -3.99990e+04  2.00010e+04 0
0020 0020 -3.99990e+04  3.00010e+04 0
0021 0021 -3.99990e+04  4.00010e+04 0
0022 0022 -3.99990e+04  5.00010e+04 0
0023 0023 -2.99990e+04 -4.99990e+04 0
0024 0024 -2.99990e+04 -3.99990e+04 0
0025 0025 -2.99990e+04 -2.99990e+04 0
0026 0026 -2.99990e+04 -1.99990e+04 0
0027 0027 -2.99990e+04 -9.99900e+03 0
0028 0028 -2.99990e+04  1.00000e+00 0
0029 0029 -2.99990e+04  1.00010e+04 0
0030 0030 -2.99990e+04  2.00010e+04 0
0031 0031 -2.99990e+04  3.00010e+04 0
0032 0032 -2.99990e+04  4.00010e+04 0
0033 0033 -2.99990e+04  5.00010e+04 0
0034 0034 -1.99990e+04 -4.99990e+04 0
0035 0035 -1.99990e+04 -3.99990e+04 0
0036 0036 -1.99990e+04 -2.99990e+04 0
0037 0037 -1.99990e+04 -1.99990e+04 0
0038 0038 -1.99990e+04 -9.99900e+03 0
0039 0039 -1.99990e+04  1.00000e+00 0
0040 0040 -1.99990e+04  1.00010e+04 0
0041 0041 -1.99990e+04  2.00010e+04 0
0042 0042 -1.99990e+04  3.00010e+04 0
0043 0043 -1.99990e+04  4.00010e+04 0
0044 0044 -1.99990e+04  5.00010e+04 0
0045 0045 -9.99900e+03 -4.99990e+04 0
0046 0046 -9.99900e+03 -3.99990e+04 0
0047 0047 -9.99900e+03 -2.99990e+04 0
0048 0048 -9.99900e+03 -1.99990e+04 0
0049 0049 -9.99900e+03 -9.99900e+03 0
0050 0050 -9.99900e+03  1.00000e+00 0
0051 0051 -9.99900e+03  1.00010e+04 0
0052 0052 -9.99900e+03  2.00010e+04 0
0053 0053 -9.99900e+03  3.00010e+04 0
0054 0054 -9.99900e+03  4.00010e+04 0
0055 0055 -9.99900e+03  5.00010e+04 0
0056 0056  1.00000e+00 -4.99990e+04 0
0057 0057  1.00000e+00 -3.99990e+04 0
0058 0058  1.00000e+00 -2.99990e+04 0
0059 0059  1.00000e+00 -1.99990e+04 0
0060 0060  1.00000e+00 -9.99900e+03 0
0061 0061  1.00000e+00  1.00000e+00 0
0062 0062  1.00000e+00  1.00010e+04 0
0063 0063  1.00000e+00  2.00010e+04 0
0064 0064  1.00000e+00  3.00010e+04 0
0065 0065  1.00000e+00  4.00010e+04 0
0066 0066  1.00000e+00  5.00010e+04 0
0067 0067  1.00010e+04 -4.99990e+04 0
0068 0068  1.00010e+04 -3.99990e+04 0
0069 0069  1.00010e+04 -2.99990e+04 0
0070 0070  1.00010e+04 -1.99990e+04 0
0071 0071  1.00010e+04 -9.99900e+03 0
0072 0072  1.00010e+04  1.00000e+00 0
0073 0073  1.00010e+04  1.00010e+04 0
0074 0074  1.00010e+04  2.00010e+04 0
0075 0075  1.00010e+04  3.00010e+04 0
0076 0076  1.00010e+04  4.00010e+04 0
0077 0077  1.00010e+04  5.00010e+04 0
0078 0078  2.00010e+04 -4.99990e+04 0
0079 0079  2.00010e+04 -3.99990e+04 0
0080 0080  2.00010e+04 -2.99990e+04 0
0081 0081  2.00010e+04 -1.99990e+04 0
0082 0082  2.00010e+04 -9.99900e+03 0
0083 0083  2.00010e+04  1.00000e+00 0
0084 0084  2.00010e+04  1.00010e+04 0
0085 0085  2.00010e+04  2.00010e+04 0
0086 0086  2.00010e+04  3.00010e+04 0
0087 0087  2.00010e+04  4.00010e+04 0
0088 0088  2.00010e+04  5.00010e+04 0
0089 0089  3.00010e+04 -4.99990e+04 0
0090 0090  3.00010e+04 -3.99990e+04 0
0091 0091  3.00010e+04 -2.99990e+04 0
